decisionType,petitioner,respondent,jurisdiction,caseOrigin,caseSource,lcDisagreement,certReason,partyWinning,precedentAlteration,issueArea
1,198,172,6,51,29,0,11,1,1,8
1,100,27,1,123,30,0,4,0,0,1
1,100,27,1,123,30,0,4,0,0,1
1,100,27,1,123,30,0,4,0,0,1
1,100,27,1,123,30,0,4,0,0,1
1,100,27,1,123,30,0,4,0,0,1
1,100,27,1,123,30,0,4,0,0,1
1,100,27,1,123,30,0,4,0,0,1
1,100,27,1,123,30,0,4,0,0,1
1,209,27,2,107,107,0,1,0,0,8
1,209,27,2,107,107,0,1,0,0,8
1,209,27,2,107,107,0,1,0,0,8
7,27,170,1,3,3,0,10,0,0,2
1,27,176,1,3,3,0,2,1,0,8
1,198,4,2,302,300,1,1,1,0,8
1,148,405,1,21,21,0,10,0,0,8
1,148,405,1,21,21,0,10,0,0,8
1,148,405,1,21,21,0,10,0,0,8
1,148,405,1,21,21,0,10,0,0,8
1,148,405,1,21,21,0,10,0,0,8
1,148,405,1,21,21,0,10,0,0,8
1,148,405,1,21,21,0,10,0,0,8
1,148,405,1,21,21,0,10,0,0,8
1,189,189,1,54,23,0,12,1,0,9
1,189,189,1,54,23,0,12,1,0,9
1,4,248,1,44,29,1,10,1,0,7
1,135,114,1,73,26,0,10,0,0,8
1,135,114,1,73,26,0,10,0,0,8
1,135,114,1,73,26,0,10,0,0,8
1,135,114,1,73,26,0,10,0,0,8
1,126,28,1,302,300,0,10,0,0,1
1,100,27,1,51,29,1,10,1,0,2
1,27,137,1,92,23,0,4,1,0,1
1,106,27,1,92,23,1,4,1,0,1
1,338,221,1,32,32,1,10,1,0,8
1,27,166,1,86,28,0,10,1,0,4
1,27,166,1,86,28,0,10,1,0,4
1,27,166,1,86,28,0,10,1,0,4
1,102,19,2,302,300,0,1,1,0,8
1,27,158,1,66,27,1,10,1,0,8
1,369,240,1,109,23,0,10,1,0,12
1,306,142,1,92,23,0,2,1,0,3
1,306,142,1,92,23,0,2,1,0,3
1,382,151,1,21,21,0,3,1,0,7
1,142,27,1,115,28,0,10,1,0,3
1,142,27,1,103,26,0,10,1,0,3
1,28,369,1,302,300,0,11,0,0,12
1,28,369,1,302,300,0,11,0,0,12
1,27,100,1,81,26,0,4,1,0,1
1,172,177,1,66,27,0,5,0,0,8
1,172,177,1,66,27,0,5,0,0,8
1,177,172,6,302,300,0,5,1,1,8
1,25,19,2,300,300,0,1,0,0,8
1,25,19,2,300,300,0,1,0,0,8
1,27,116,2,54,54,0,1,0,0,8
1,245,234,1,120,25,1,10,1,0,8
1,354,119,1,55,32,1,12,1,0,8
1,145,231,1,80,21,0,12,1,0,8
7,126,28,1,302,300,0,11,0,0,1
7,126,28,1,302,300,0,11,0,0,1
7,126,28,1,302,300,0,11,0,0,1
1,166,237,1,73,26,1,10,0,0,9
1,145,116,1,109,23,0,3,0,0,5
1,249,384,1,66,27,0,10,0,0,9
1,384,384,1,66,27,0,10,0,0,9
1,241,389,1,10,10,0,10,1,0,9
1,324,142,1,55,32,0,10,1,0,9
1,171,171,1,302,300,0,10,1,0,11
1,114,28,1,92,23,0,10,1,0,8
1,114,28,1,92,23,0,10,1,0,8
1,114,28,1,92,23,0,10,1,0,8
1,27,241,1,3,3,0,12,1,0,8
1,326,231,1,55,32,0,10,1,0,8
1,326,231,1,55,32,0,10,1,0,8
1,195,27,1,86,28,0,3,0,0,4
1,195,27,1,86,28,0,3,0,0,4
1,195,27,1,86,28,0,3,0,0,4
1,195,27,1,86,28,0,3,0,0,4
1,195,27,1,86,28,0,3,0,0,4
1,195,27,1,86,28,0,3,0,0,4
1,195,27,1,86,28,0,3,0,0,4
1,195,27,1,86,28,0,3,0,0,4
1,195,27,1,86,28,0,3,0,0,4
1,195,27,1,86,28,0,3,0,0,4
1,135,138,1,52,28,0,10,1,0,8
1,172,177,1,96,22,1,3,1,0,8
1,145,231,1,302,300,0,4,1,0,8
1,27,234,1,3,3,0,12,1,0,8
1,234,27,1,3,3,0,12,0,0,8
6,100,28,1,302,300,0,10,1,0,1
1,25,21,2,302,300,0,1,0,0,3
1,25,21,2,302,300,0,1,0,0,3
1,8,320,2,55,55,0,1,0,0,9
1,8,320,2,55,55,0,1,0,0,9
1,8,320,2,55,55,0,1,0,0,3
1,8,320,2,55,55,0,1,0,0,9
1,8,320,2,55,55,0,1,0,0,3
1,8,320,2,55,55,0,1,0,0,3
1,8,320,2,55,55,0,1,0,0,3
1,28,320,1,106,30,0,10,0,0,3
1,28,320,1,106,30,0,10,0,0,3
1,28,320,1,106,30,0,10,0,0,3
1,371,151,1,117,26,1,10,0,0,7
1,100,27,1,92,23,0,12,0,0,1
1,100,27,1,92,23,0,12,0,0,1
1,170,27,1,3,3,0,12,0,0,2
1,170,27,1,3,3,0,12,0,0,2
1,123,233,1,100,24,0,10,1,1,9
1,195,243,1,114,24,0,11,1,0,9
1,382,151,1,28,28,1,10,1,0,7
1,382,151,1,28,28,1,10,1,0,7
1,382,151,1,28,28,1,10,1,0,7
1,382,151,1,28,28,1,10,1,0,7
1,27,231,1,126,24,0,10,0,0,8
1,27,231,1,126,24,0,10,0,0,8
1,27,231,1,126,24,0,10,0,0,8
1,27,231,1,126,24,0,10,0,0,8
1,231,27,1,133,27,0,12,0,0,8
1,27,249,1,55,32,0,13,1,0,1
1,27,249,1,55,32,0,13,0,0,1
1,27,249,1,55,32,0,13,0,0,1
1,27,249,1,55,32,0,13,0,0,1
1,27,249,1,55,32,0,13,0,0,1
1,27,249,1,55,32,0,13,0,0,1
1,27,249,1,55,32,0,13,0,0,1
1,27,249,1,55,32,0,13,0,0,1
1,27,249,1,55,32,0,13,0,0,1
1,27,249,1,55,32,0,13,0,0,1
1,27,249,1,55,32,0,13,0,0,1
1,27,249,1,55,32,0,13,0,0,1
1,27,249,1,55,32,0,13,0,0,1
1,27,249,1,55,32,0,13,0,0,1
1,27,249,1,55,32,0,13,0,0,1
1,27,249,1,55,32,0,13,0,0,1
1,27,249,1,55,32,0,13,0,0,1
1,249,27,1,55,32,0,13,0,0,1
1,249,27,1,55,32,0,13,0,0,1
1,249,27,1,55,32,0,13,1,0,1
1,123,125,1,302,301,0,3,1,0,10
1,249,27,1,50,29,0,3,1,0,7
1,249,27,1,50,29,0,3,1,0,7
1,249,27,1,50,29,0,3,1,0,7
1,249,27,1,50,29,0,3,1,0,7
1,249,27,1,50,29,0,3,1,0,7
1,249,27,1,50,29,0,3,1,0,7
1,249,27,1,50,29,0,3,1,0,7
1,249,27,1,50,29,0,3,1,0,7
1,243,27,1,50,29,0,3,1,0,7
1,243,27,1,50,29,0,3,1,0,7
1,19,25,1,302,301,0,11,0,0,8
1,19,25,1,302,301,0,11,0,0,8
1,116,145,1,96,22,0,10,0,0,8
1,27,116,4,94,22,0,1,0,0,8
1,27,116,4,94,22,0,1,0,0,8
1,171,145,1,116,26,0,4,1,0,9
1,331,171,1,55,32,1,4,1,0,8
1,331,171,1,55,32,1,4,1,0,8
1,189,382,1,26,26,0,12,0,0,7
1,198,122,1,96,22,1,12,1,0,9
1,237,171,1,94,22,1,12,0,0,9
1,304,102,1,302,300,0,10,1,0,12
1,371,151,1,103,26,0,4,0,0,7
1,177,4,2,302,300,0,1,0,0,2
1,366,116,2,66,66,0,1,0,0,8
1,366,116,2,66,66,0,1,0,0,8
1,185,405,1,29,29,0,12,0,0,1
1,185,405,1,29,29,0,12,0,0,1
1,253,168,1,302,300,0,10,0,0,11
1,4,151,1,302,300,0,11,1,0,11
1,100,27,1,66,27,1,12,0,0,1
1,145,151,1,302,300,0,10,0,0,7
1,145,151,1,302,300,0,10,0,0,7
1,245,145,1,96,22,0,10,1,0,7
1,245,145,1,96,22,0,10,1,0,7
1,245,145,1,96,22,0,10,1,0,7
1,27,240,1,77,25,0,4,0,0,12
1,27,100,2,51,51,0,1,1,0,1
1,349,237,1,55,32,0,10,0,0,9
1,158,184,1,302,300,0,12,0,0,8
1,151,4,2,302,300,0,1,1,0,10
1,151,145,2,302,300,0,1,1,0,10
1,151,145,2,302,300,0,1,1,0,10
1,151,145,2,302,300,0,1,1,0,10
1,240,369,1,9,22,0,10,0,0,12
1,371,151,1,51,29,0,11,0,0,7
1,135,135,1,111,23,0,12,1,0,8
1,151,250,1,104,26,0,3,1,0,2
1,122,3,2,302,300,0,1,0,0,8
1,122,3,2,302,300,0,1,0,0,8
1,122,3,2,302,300,0,1,0,0,8
1,177,172,1,51,29,0,12,1,0,9
1,389,195,2,120,120,0,1,1,0,9
1,389,195,2,120,120,0,1,1,0,9
1,389,195,2,120,120,0,1,1,0,9
1,389,120,1,81,26,0,2,1,0,1
1,389,120,1,81,26,0,2,1,0,1
1,389,120,1,81,26,0,2,1,0,1
1,389,120,1,81,26,0,2,1,0,1
1,389,120,1,81,26,0,2,1,0,1
1,158,389,1,55,32,0,2,0,0,1
1,184,233,1,94,22,0,4,0,0,8
1,234,27,2,69,69,0,1,1,0,9
1,234,27,2,69,69,0,1,1,0,9
1,100,27,1,107,30,0,10,0,0,1
1,151,145,1,96,22,0,10,0,0,7
1,369,240,1,9,23,0,4,1,0,12
1,369,240,1,9,23,0,4,1,0,12
1,195,177,1,66,27,0,10,0,0,10
1,4,177,1,66,27,0,10,0,0,10
1,195,119,1,66,27,0,12,1,0,10
1,4,119,1,66,27,0,12,1,0,10
1,27,195,1,63,29,1,12,0,0,10
1,28,27,2,95,95,0,1,0,0,8
1,28,27,2,95,95,0,1,0,0,8
1,231,27,2,95,95,0,1,0,0,8
1,220,28,1,302,300,1,10,1,0,3
1,382,151,1,27,27,0,3,1,0,7
1,382,151,1,26,26,0,12,1,0,9
1,382,151,1,26,26,0,12,1,0,7
1,27,143,2,51,51,0,1,1,0,8
1,27,143,2,51,51,0,1,1,0,8
1,237,135,1,109,23,0,12,1,0,9
1,135,237,1,104,26,0,12,0,0,9
1,27,16,1,110,23,1,12,1,0,1
1,145,231,1,109,23,0,11,1,0,8
1,25,3,2,302,300,0,1,0,0,8
1,1,166,1,50,29,0,10,1,0,2
1,249,231,2,66,66,0,1,1,0,7
1,249,231,2,66,66,0,1,1,0,7
1,27,100,1,96,22,0,11,1,0,2
1,27,100,1,96,22,0,11,1,0,1
1,130,3,2,302,300,1,1,0,0,9
1,130,6,2,302,300,1,1,0,0,9
1,171,166,1,302,300,1,13,1,0,11
1,185,114,1,96,22,0,10,0,0,8
1,148,352,1,25,25,1,11,0,0,8
1,240,369,1,9,26,0,3,0,0,12
1,240,369,1,9,26,0,3,0,0,12
1,240,369,1,9,26,0,3,0,0,12
1,27,240,1,72,30,0,10,1,0,12
1,369,240,1,66,27,0,10,0,0,12
1,151,371,1,72,30,0,10,0,0,7
1,123,231,1,302,300,0,10,0,0,8
1,240,369,1,9,23,1,10,0,0,12
1,240,369,1,9,23,0,10,0,0,12
1,27,195,1,131,24,0,10,0,0,4
1,27,195,1,131,24,0,10,0,0,4
1,27,195,1,131,24,0,10,0,0,4
1,27,195,1,131,24,0,10,0,0,4
1,176,324,2,55,55,0,1,0,0,9
1,27,100,2,66,66,0,1,1,0,3
1,27,100,2,66,66,0,1,1,0,4
1,27,100,2,66,66,0,1,1,0,2
1,27,100,2,66,66,0,1,1,0,9
1,27,100,2,66,66,0,1,1,0,4
1,100,28,2,302,300,0,1,0,0,1
1,240,369,1,71,28,0,10,1,0,12
1,240,369,1,71,28,0,10,1,0,12
1,126,28,1,302,300,0,10,0,0,1
7,100,28,1,302,302,0,11,0,0,1
1,145,102,1,302,300,0,4,0,0,8
1,25,19,2,302,300,0,1,0,0,8
1,142,27,1,131,24,0,10,0,0,3
1,27,142,1,53,22,0,10,1,0,3
1,405,185,1,32,32,0,11,1,0,8
1,405,185,1,32,32,0,11,1,0,8
1,27,121,2,66,66,0,1,1,0,8
1,27,176,1,3,3,0,10,1,0,8
1,27,176,1,3,3,0,10,1,0,8
1,346,113,2,51,51,0,1,1,0,8
1,346,113,2,51,51,0,1,1,0,8
1,346,16,8,51,51,0,1,0,0,9
1,100,28,1,302,300,0,11,0,0,1
1,100,28,1,302,300,0,11,0,0,1
1,100,28,1,302,300,0,11,0,0,1
1,100,28,1,302,300,0,11,0,0,1
1,100,28,1,302,300,0,11,0,0,1
1,100,28,1,302,300,0,11,0,0,1
1,27,198,1,51,29,0,10,0,0,8
1,27,184,2,96,96,0,1,0,0,8
1,184,27,2,96,96,0,1,0,0,8
1,184,27,2,96,96,0,1,0,0,8
1,27,28,9,,,0,1,1,0,10
5,27,501,2,109,109,0,1,0,0,
1,152,27,1,118,26,0,2,1,0,1
1,304,152,1,302,300,0,11,1,0,8
1,106,368,1,51,29,0,4,1,0,2
1,172,27,2,96,96,0,1,0,0,8
1,172,27,2,96,96,0,1,0,0,8
1,176,27,1,3,3,0,11,1,0,8
1,151,371,1,81,26,0,10,1,0,7
1,151,371,1,81,26,0,10,1,0,7
7,142,27,1,64,29,0,11,0,0,3
7,142,27,1,64,29,0,11,0,0,3
7,142,27,1,64,29,0,11,0,0,3
2,154,231,1,118,26,0,12,1,0,8
1,100,28,1,302,300,0,10,1,0,2
1,138,305,1,96,22,0,11,0,0,4
1,305,159,1,55,32,1,10,0,0,4
1,165,412,1,51,29,0,2,1,0,9
1,245,4,2,302,300,0,1,0,0,8
1,209,4,2,302,300,0,1,0,0,10
1,209,4,2,302,300,0,1,0,0,8
1,369,240,1,107,30,1,10,1,0,12
1,369,240,1,81,26,0,12,1,0,12
1,105,27,1,50,29,1,10,0,0,1
1,105,27,1,50,29,1,10,0,0,1
1,105,27,1,50,29,1,10,0,0,1
1,105,27,1,50,29,1,10,0,0,1
2,126,28,1,302,302,0,12,1,0,1
1,123,233,1,66,27,0,4,1,0,9
1,100,27,1,92,23,0,10,1,0,1
1,27,100,1,97,22,1,12,0,0,1
7,100,28,1,302,300,0,6,1,0,1
1,145,231,1,109,23,0,12,0,0,8
6,224,26,1,302,300,0,12,1,0,2
1,222,28,1,302,300,0,12,1,0,2
1,27,144,1,59,25,0,10,1,0,8
1,27,144,1,59,25,0,10,1,0,8
7,126,27,1,81,26,1,10,1,0,1
1,100,28,1,302,300,0,12,1,0,1
1,186,19,1,302,300,0,6,1,0,2
1,106,368,1,50,29,0,2,1,0,2
1,137,27,1,129,29,0,11,1,0,1
1,27,215,1,87,28,0,10,1,0,1
1,116,28,2,302,300,0,1,0,0,2
1,145,27,1,51,29,0,7,1,0,8
1,185,114,1,96,22,1,12,1,0,1
1,137,28,2,302,300,0,1,1,0,9
1,104,104,1,25,25,0,2,1,0,9
1,312,104,1,25,25,0,2,1,0,9
1,231,19,2,300,300,0,1,1,0,8
1,158,172,1,67,27,0,11,1,0,8
1,19,195,2,103,26,0,1,1,0,4
1,19,195,2,103,26,0,1,1,0,4
1,19,195,2,103,26,0,1,1,0,4
6,224,16,8,,,0,1,0,0,2
1,166,171,1,160,24,0,11,0,0,9
1,208,120,1,75,25,0,11,0,0,9
1,27,231,2,103,103,0,1,1,0,8
1,27,231,2,103,103,0,1,1,0,8
1,412,178,1,55,32,1,12,1,0,3
1,412,178,1,55,32,1,12,1,0,3
1,126,28,1,302,300,1,10,1,0,4
1,202,21,2,302,300,0,1,1,0,3
1,100,16,1,302,300,0,11,1,0,1
1,27,184,2,132,132,0,1,1,0,8
1,27,184,2,55,55,0,1,1,0,8
1,27,184,2,55,55,0,1,1,0,8
1,320,250,1,55,32,1,10,1,0,2
1,320,250,1,55,32,1,10,1,0,2
6,151,27,1,,25,0,12,1,0,1
1,354,113,1,55,32,1,10,1,0,9
1,249,228,1,55,32,1,4,0,0,7
1,249,228,1,55,32,1,4,0,0,7
1,208,231,1,123,30,0,11,0,0,8
1,19,195,1,103,26,0,2,1,0,8
1,27,100,2,51,51,0,1,0,0,1
1,369,240,1,9,25,1,10,1,0,12
1,117,28,2,302,300,0,1,1,0,3
1,171,28,2,302,300,0,1,0,0,8
1,100,28,1,302,300,0,12,0,0,2
1,100,28,1,302,300,0,12,0,0,2
1,254,28,1,302,300,0,11,0,0,4
1,166,166,4,105,30,0,1,0,0,2
1,369,240,1,9,28,0,4,1,0,9
1,28,27,1,80,21,0,7,0,0,12
1,100,28,1,302,300,0,11,0,0,1
1,100,28,1,302,300,0,11,0,0,1
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,357,120,1,27,27,1,12,1,0,4
1,126,27,1,63,29,0,12,1,0,1
1,27,231,2,97,97,0,1,0,0,8
1,27,159,2,96,96,0,1,1,0,8
2,145,231,1,302,300,1,12,1,0,8
1,222,195,1,302,300,0,12,1,0,2
1,222,195,1,302,300,0,12,1,0,2
1,222,195,1,55,32,1,12,1,0,2
1,225,195,1,55,32,1,12,1,0,2
1,357,158,1,27,27,1,10,1,0,8
1,209,28,2,300,300,0,1,0,0,9
1,27,242,2,107,107,0,1,1,0,8
1,242,27,2,97,97,0,1,0,0,8
1,27,156,2,96,96,0,1,0,0,8
1,156,27,2,96,96,0,1,0,0,8
1,156,27,2,96,96,0,1,0,0,8
1,156,27,2,96,96,0,1,0,0,8
1,156,27,2,96,96,0,1,0,0,8
1,156,27,2,96,96,0,1,0,0,8
1,156,27,2,96,96,0,1,0,0,8
1,156,27,2,96,96,0,1,0,0,8
1,237,27,2,126,126,0,1,1,0,10
1,19,195,4,72,30,0,1,0,0,9
1,152,158,1,51,29,0,12,1,0,8
1,145,176,1,77,25,1,12,1,0,7
1,27,6,1,96,22,0,10,1,0,9
1,126,27,1,50,29,1,10,1,0,1
1,126,27,1,50,29,1,10,1,0,1
1,27,215,1,72,30,0,2,1,0,1
1,145,231,1,96,22,0,12,0,0,9
1,100,28,1,302,300,0,12,0,0,4
1,8,377,1,55,32,0,10,0,0,2
1,253,168,1,302,300,0,11,1,1,4
1,253,168,1,302,300,0,11,1,1,4
1,168,253,1,302,300,0,11,1,0,4
1,168,253,1,302,300,0,11,1,0,4
1,157,19,2,155,155,0,1,1,0,2
1,157,19,2,155,155,0,1,1,0,2
1,157,19,2,155,155,0,1,1,0,2
1,106,4,1,302,300,1,10,1,0,2
1,106,4,1,302,300,1,10,1,0,2
1,136,28,1,302,300,1,10,0,0,1
1,151,145,1,96,22,0,12,0,0,7
1,151,145,1,96,22,0,12,0,0,7
1,27,184,2,54,54,0,1,0,0,8
1,168,253,1,302,300,0,10,0,0,11
1,168,253,1,302,300,1,12,0,0,11
1,130,28,2,302,300,0,1,1,0,3
1,27,121,2,51,51,0,1,1,0,9
1,27,166,1,66,27,1,10,1,0,2
7,27,158,1,3,3,0,10,1,0,4
1,121,4,2,301,300,0,1,1,0,8
1,126,28,1,58,25,0,12,1,0,9
1,126,28,1,58,25,0,12,1,0,1
1,100,27,1,92,23,0,12,1,0,1
1,170,4,2,300,300,0,1,0,0,8
1,170,4,2,300,300,0,1,0,0,2
1,215,28,1,302,300,0,12,0,0,1
1,215,28,1,302,300,0,12,0,0,1
1,215,28,1,302,300,0,12,0,0,1
1,215,28,1,302,300,0,12,1,0,1
1,215,28,1,302,300,0,12,1,0,1
1,176,27,1,104,26,0,10,0,0,4
1,176,27,1,104,26,0,10,0,0,4
1,176,27,1,104,26,0,10,0,0,4
1,176,27,1,104,26,0,10,0,0,9
1,176,27,1,104,26,0,10,0,0,9
1,176,27,1,104,26,0,10,0,0,4
1,176,27,1,104,26,0,10,0,0,4
1,176,27,1,104,26,0,10,0,0,4
1,176,27,1,104,26,0,10,0,0,9
1,176,27,1,104,26,0,10,0,0,4
1,176,27,1,80,21,0,10,0,0,4
1,176,27,1,51,29,0,10,0,0,4
6,100,28,1,302,300,0,12,0,0,9
1,254,27,1,96,22,0,3,0,0,1
1,254,27,1,96,22,0,3,0,0,1
1,254,27,1,96,22,0,3,0,0,1
1,27,125,2,55,55,0,1,1,0,1
1,27,125,2,55,55,0,1,1,0,1
7,209,28,1,302,300,0,12,0,0,8
1,27,249,2,55,55,0,1,0,0,8
1,27,249,2,55,55,0,1,0,0,8
1,106,368,1,96,22,0,12,0,0,2
1,106,368,1,96,22,0,12,0,0,2
1,106,1,1,55,32,0,11,0,0,1
1,237,173,1,86,28,0,12,0,0,8
1,114,173,1,86,28,0,12,0,0,8
1,114,173,1,86,28,0,12,0,0,8
1,237,114,1,86,28,0,12,0,0,8
1,126,28,1,302,300,1,10,0,0,4
5,501,28,1,,300,0,12,0,0,
6,211,211,2,66,66,0,1,0,0,2
6,211,211,2,66,66,0,1,0,0,2
6,211,211,2,66,66,0,1,0,0,2
6,211,211,2,66,66,0,1,0,0,2
6,211,211,2,66,66,0,1,0,0,2
6,211,211,2,66,66,0,1,0,0,2
1,238,172,1,66,27,0,2,1,0,8
1,145,27,1,50,29,1,12,1,0,9
1,145,27,1,50,29,1,12,1,0,9
1,189,27,2,68,68,0,1,1,0,8
1,135,27,1,68,68,0,1,1,0,8
6,145,231,1,109,23,1,12,0,0,8
1,145,151,1,106,30,0,10,1,0,2
1,145,151,1,106,30,0,10,1,0,2
1,100,27,1,66,27,0,2,0,0,8
1,100,27,1,66,27,0,2,0,0,8
1,27,181,1,57,25,0,2,1,0,8
1,18,219,1,302,300,1,10,0,0,8
1,176,145,1,96,22,0,10,0,0,7
1,176,145,1,96,22,0,10,0,0,7
1,100,27,1,55,32,1,12,1,0,1
1,100,28,1,302,300,0,10,1,0,1
1,100,27,1,55,32,1,10,1,0,1
1,154,4,2,81,81,1,1,0,0,2
1,100,27,1,94,22,0,12,0,0,1
1,100,27,1,55,32,0,11,0,0,1
1,145,231,1,302,300,0,10,1,0,8
1,145,231,1,302,300,0,10,1,0,8
1,249,151,2,302,300,0,1,0,1,7
1,249,151,2,302,300,0,1,0,1,7
1,249,151,2,302,300,0,1,0,1,7
1,249,151,2,302,300,0,1,0,1,7
1,249,151,2,302,300,0,1,0,1,7
1,249,151,2,302,300,0,1,0,1,7
1,249,151,2,302,300,0,1,0,1,7
1,249,151,2,302,300,0,1,0,1,7
1,249,151,2,302,300,0,1,0,1,7
1,145,28,2,302,300,0,1,0,1,7
1,249,151,2,302,300,0,1,0,0,7
1,249,151,2,302,300,0,1,0,0,7
1,249,151,2,302,300,0,1,0,0,7
1,249,151,2,302,300,0,1,0,0,7
1,249,151,2,302,300,0,1,0,0,7
1,172,184,1,92,23,0,2,0,0,8
1,184,172,1,92,23,0,2,0,0,8
1,172,184,1,96,22,0,2,1,0,8
1,132,27,2,69,69,0,1,0,0,8
6,369,240,1,117,26,0,12,1,0,12
7,106,27,1,92,23,1,10,1,0,2
1,369,240,1,9,23,1,2,1,1,12
1,240,369,1,9,27,0,11,0,0,12
1,111,135,1,302,300,0,10,0,0,8
1,151,4,2,302,300,0,1,1,0,10
1,151,4,2,302,300,0,1,1,0,10
1,151,4,2,302,300,0,1,1,0,9
1,249,4,2,302,300,0,1,1,0,9
1,249,4,2,302,300,0,1,1,0,10
1,249,4,2,302,300,0,1,1,0,10
1,369,240,1,9,27,1,13,1,0,12
1,369,240,1,9,27,1,13,1,0,12
1,145,151,1,302,300,1,10,1,0,8
7,218,16,1,302,300,1,11,0,0,3
1,245,28,2,302,300,1,1,0,0,3
1,245,28,2,302,300,1,1,0,0,3
1,245,28,2,302,300,1,1,0,0,3
1,114,7,1,51,29,0,10,1,0,12
1,231,237,1,61,25,1,5,0,0,10
1,111,16,1,302,300,1,11,0,0,1
1,19,116,2,75,25,0,1,1,1,8
1,19,116,2,75,25,0,1,1,1,8
1,148,27,1,132,27,0,4,0,0,12
1,371,151,1,58,25,0,10,1,0,1
1,331,151,1,58,25,0,2,0,0,8
6,145,151,1,302,300,0,12,0,0,8
1,250,377,1,94,22,1,10,1,0,2
1,19,171,2,155,155,1,1,1,0,8
1,19,171,2,155,155,1,1,1,0,8
1,382,151,1,24,24,0,4,1,0,4
1,382,151,1,24,24,0,4,1,0,7
1,249,4,1,302,300,0,12,0,0,7
1,249,4,1,302,300,0,12,0,0,7
1,249,4,1,302,300,0,12,0,0,7
1,249,4,1,302,300,0,12,0,0,7
1,249,4,1,302,300,0,12,0,0,7
1,249,,1,302,300,0,12,0,0,7
1,249,,1,302,300,0,12,0,0,7
1,249,,1,302,300,0,12,0,0,7
1,249,,1,302,300,0,12,0,0,7
1,249,,1,302,300,0,12,0,0,7
1,184,172,1,68,27,0,12,1,0,8
1,184,172,1,68,27,0,12,1,0,8
1,176,145,1,302,300,0,10,1,0,7
1,151,4,1,302,300,0,10,0,0,10
1,151,4,1,302,300,0,10,0,0,10
1,3,114,1,96,22,0,3,0,0,8
1,27,114,1,96,22,0,3,0,0,8
1,28,114,1,96,22,0,3,0,0,8
1,4,198,1,302,300,1,12,1,1,10
1,4,198,1,300,300,1,12,1,1,10
1,19,232,2,63,63,0,1,0,0,9
1,19,232,1,63,29,0,12,0,0,9
1,116,116,1,94,22,0,10,1,0,8
1,116,116,1,94,22,0,10,1,0,8
1,116,116,1,94,22,0,10,1,0,8
1,27,116,1,94,22,0,10,1,0,8
1,27,116,1,94,22,0,10,1,0,8
1,27,116,1,94,22,0,10,1,0,8
1,369,240,1,9,30,1,4,1,0,12
1,240,369,1,9,22,1,2,0,0,12
1,240,369,1,9,22,1,2,0,0,12
1,240,369,1,9,22,1,2,0,0,12
1,100,27,1,96,22,0,12,1,0,1
1,27,216,2,80,80,0,1,1,0,8
1,231,234,1,96,22,0,10,1,0,8
1,249,252,2,302,300,0,1,0,0,3
1,249,252,2,302,300,0,1,0,0,7
1,27,111,1,110,23,1,10,1,0,8
1,8,27,1,96,22,0,12,0,0,8
1,158,19,1,302,300,0,10,1,0,8
1,158,19,1,302,300,0,10,1,0,8
1,352,198,1,25,25,0,12,1,0,8
1,4,198,1,25,25,0,12,1,0,8
1,4,198,1,25,25,0,12,1,0,8
1,4,198,1,25,25,0,12,1,0,8
1,104,312,1,32,32,0,10,0,0,8
1,176,27,1,50,29,0,13,0,0,1
1,421,176,1,51,29,1,4,1,0,9
1,27,231,1,3,3,0,12,1,0,8
1,27,231,1,3,3,0,12,1,0,9
1,231,27,1,3,3,0,12,0,0,9
1,231,27,1,3,3,0,12,0,0,8
6,253,253,1,302,300,0,11,0,0,11
2,195,195,1,55,32,0,12,1,0,1
1,27,126,1,72,30,1,12,0,0,1
1,27,186,1,110,23,0,10,1,0,1
1,126,27,1,55,32,0,12,1,0,9
1,28,122,1,302,301,0,12,1,0,8
1,27,122,2,113,113,0,1,1,0,1
